Rank,CreatorName,Description,CreatorSite,PatreonSite,Instagram,Facebook,Twitter,YouTube,Patrons,Earnings,EarningPerPatron,DaysRunning,Launched
318,Rasta Maice Painting,Rasta Maice Painting is creating Painting Videos (Rastamaicepainting),https://graphtreon.com/creator/Rastamaicepainting,https://www.patreon.com/Rastamaicepainting,https://www.instagram.com/rastamaicepainting,0,https://twitter.com/RastaMaicePaint,0,59,,,672,17-Nov
319,Christian's Painting Studio,Christian's Painting Studio is creating Step by Step Miniature Painting (christianspaintingstudio),https://graphtreon.com/creator/christianspaintingstudio,https://www.patreon.com/christianspaintingstudio,0,0,0,0,59,,,610,18-Jan
320,Melissa George,Melissa George is creating Reborn Babies and Art Dolls (mgdolls),https://graphtreon.com/creator/mgdolls,https://www.patreon.com/mgdolls,0,0,0,https://www.youtube.com/channel/UCLMJGr1dIw6HgOm1u_x6F0A/videos?view_as=subscriber,59,,,605,18-Feb
321,Dongjun Lu,Dongjun Lu is creating Concept Art & Illustration Lessons (ludongjun),https://graphtreon.com/creator/ludongjun,https://www.patreon.com/ludongjun,0,0,0,https://www.youtube.com/lu.dongjun,59,,,1492,15-Sep
322,Onyrica,Onyrica is creating illustrations & fanart (+art community) (onyrica),https://graphtreon.com/creator/onyrica,https://www.patreon.com/onyrica,https://www.instagram.com/onyrica,0,https://twitter.com/onyrica,0,59,,,701,17-Oct
323,Watch It Paint It,Watch It Paint It is creating miniature painting tutorials (WatchItPaintIt),https://graphtreon.com/creator/WatchItPaintIt,https://www.patreon.com/WatchItPaintIt,https://www.instagram.com/watchitpaintit,0,https://twitter.com/WatchItPaintIt,https://www.youtube.com/WatchItPaintIt,58,$198 per month,$3.41 per month,931,17-Mar
324,Angela R. Sasser,"Angela R. Sasser is creating Art Nouveau Paintings, Art Tutorials,  & Coloring Pages (angelasasser)",https://graphtreon.com/creator/angelasasser,https://www.patreon.com/angelasasser,https://www.instagram.com/angelasasserart,0,https://twitter.com/angelasasserart,https://www.youtube.com/user/angelicshades,58,$230 per month,$3.97 per month,2063,14-Feb
325,Stephanie Aune,"Stephanie Aune is creating Mixed Media Artwork, Altered Books, Junk Journals, Art Journals (StephanieAuneDesign)",https://graphtreon.com/creator/StephanieAuneDesign,https://www.patreon.com/StephanieAuneDesign,https://www.instagram.com/stephanieaunedesigns,0,0,0,58,,,274,19-Jan
326,Shitty Watercolour,Shitty Watercolour is creating fairly mediocre watercolours (shitty),https://graphtreon.com/creator/shitty,https://www.patreon.com/shitty,0,0,https://twitter.com/SWatercolour,0,58,,,570,18-Mar
327,Ocean Club,"Ocean Club is creating stickers, prints, and happy things (Oceanclub)",https://graphtreon.com/creator/Oceanclub,https://www.patreon.com/Oceanclub,0,0,https://twitter.com/_oceaninspace,https://www.youtube.com/user/oshaikeuchi,58,,,638,18-Jan
328,Jyundee,"Jyundee is creating art, illustrations, tutorials (jyundee)",https://graphtreon.com/creator/jyundee,https://www.patreon.com/jyundee,https://www.instagram.com/jyundee,0,0,0,58,,,228,19-Feb
329,Alioth Fox,Alioth Fox is creating adorable furry art! (AliothFox),https://graphtreon.com/creator/AliothFox,https://www.patreon.com/AliothFox,0,0,https://twitter.com/AliothFox,0,58,,,1519,15-Aug
330,Shilkefair,Shilkefair is creating webtoon and illustration (selinamoonbride),https://graphtreon.com/creator/selinamoonbride,https://www.patreon.com/selinamoonbride,0,0,0,0,58,$182 per month,$3.14 per month,829,17-Jun
331,Katie Croonenberghs,"Katie Croonenberghs is creating visions of fantasy, nature & dreams.  (Kamakru)",https://graphtreon.com/creator/Kamakru,https://www.patreon.com/Kamakru,0,0,https://twitter.com/Kamakru,https://www.youtube.com/KatieCroonenberghs,57,,,444,18-Jul
332,Monica L Knighton,Monica L Knighton is creating The Stolen Child Tarot (stolenchildtarot),https://graphtreon.com/creator/stolenchildtarot,https://www.patreon.com/stolenchildtarot,https://www.instagram.com/hammondthepinkgiraffe,0,0,0,57,$182 per new card,$3.19 per new card,1784,14-Nov
333,magodesu,"magodesu is creating Illustration,Manga (magodesu)",https://graphtreon.com/creator/magodesu,https://www.patreon.com/magodesu,https://www.instagram.com/magodesu,0,https://twitter.com/magodesu,0,56,$144 per month,$2.56 per month,524,18-Apr
334,Crystal Fae,Crystal Fae is creating Artwork! (crystalfae),https://graphtreon.com/creator/crystalfae,https://www.patreon.com/crystalfae,0,0,0,0,56,,,1529,15-Jul
335,lurian,lurian is creating sticker club (lurian),https://graphtreon.com/creator/lurian,https://www.patreon.com/lurian,https://www.instagram.com/luriaaan,0,0,0,56,,,2030,14-Mar
336,Emily Lubanko,"Emily Lubanko is creating art, tutorials, and tarot (emilylubanko)",https://graphtreon.com/creator/emilylubanko,https://www.patreon.com/emilylubanko,0,0,https://twitter.com/emilylubanko,0,56,$339 per month,$6.05 per month,607,18-Feb
337,Liz Danforth,Liz Danforth is creating Mages and Sages (LizDanforth),https://graphtreon.com/creator/LizDanforth,https://www.patreon.com/LizDanforth,https://www.instagram.com/inkandsnow,0,https://twitter.com/LizDanforth,0,56,$366 per month,$6.54 per month,998,17-Jan
338,Collette J Ellis,Collette J Ellis is creating Dragons and Mythical Beasts (ColletteJEllis),https://graphtreon.com/creator/ColletteJEllis,https://www.patreon.com/ColletteJEllis,https://www.instagram.com/collettejellis,0,https://twitter.com/collettejellis,https://www.youtube.com/channel/UC-fFWtamvxktjRLmvsVsScg,56,$328 per month,$5.85 per month,1351,16-Jan
339,Clive5art,Clive5art is creating Acrylic Painting Lessons (Clive5Art),https://graphtreon.com/creator/Clive5Art,https://www.patreon.com/Clive5Art,0,0,0,https://www.youtube.com/user/CLIVE5ART,56,$162 per month,$2.89 per month,1634,15-Apr
340,PenelopeLovePrints,"PenelopeLovePrints is creating Pins, Watercolor Paintings, Art (penelopeloveprints)",https://graphtreon.com/creator/penelopeloveprints,https://www.patreon.com/penelopeloveprints,0,0,https://twitter.com/pluvprints,https://www.youtube.com/channel/UCj6DGJyzjwOvNj1w-oPpO3Q,55,,,904,17-Apr
341,Grimscribe Press,Grimscribe Press is creating VASTARIEN: A LITERARY JOURNAL and other weird publications. (grimscribepress),https://graphtreon.com/creator/grimscribepress,https://www.patreon.com/grimscribepress,0,0,https://twitter.com/Jon__Padgett,https://www.youtube.com/channel/UC1blvuquzpp12KeEgsgf7cg?view_as=subscriber,55,$671 per month,$12.20 per month,423,18-Aug
342,Xelgot,Xelgot is creating Concept Art and Illustrations (xelgot),https://graphtreon.com/creator/xelgot,https://www.patreon.com/xelgot,0,0,https://twitter.com/xelgot,0,55,,,1115,16-Sep
343,theCecile,theCecile is creating Digital Art and Anime Painting (thececile),https://graphtreon.com/creator/thececile,https://www.patreon.com/thececile,0,0,https://twitter.com/thececilz,https://www.youtube.com/thececile,55,,,464,18-Jun
344,Kai Akaresh,Kai Akaresh is creating Manga & Illustrations (khaoskai),https://graphtreon.com/creator/khaoskai,https://www.patreon.com/khaoskai,0,0,https://twitter.com/KhaosKai,0,54,$460 per month,$8.52 per month,619,18-Jan
345,Kelsey Beckett,Kelsey Beckett is creating Paintings (kelseybeckett),https://graphtreon.com/creator/kelseybeckett,https://www.patreon.com/kelseybeckett,https://www.instagram.com/kelseyjbeckett,0,https://twitter.com/kelsey_beckett,https://www.youtube.com/channel/UCLaYXhJtcgsswxWPnQgikhw,54,,,804,17-Jul
346,David Kassan,David Kassan is creating a painting of  Eleven Survivors of Auschwitz to be exhibited at  (davidkassan),https://graphtreon.com/creator/davidkassan,https://www.patreon.com/davidkassan,0,0,https://twitter.com/davidkassan,0,54,$588 per month,$10.89 per month,884,17-May
347,inki-Drop,inki-Drop is creating pin & sticker club (inkiDrop),https://graphtreon.com/creator/inkiDrop,https://www.patreon.com/inkiDrop,https://www.instagram.com/inki_drop,https://www.facebook.com/inki.drop/,https://twitter.com/inki_drop,https://www.youtube.com/channel/UCu2wDqHYqUYbwbX1V_akz4Q,53,,,1324,16-Feb
348,Vianna Szabo,"Vianna Szabo is creating fine art tutorials in pastel, oil and watercolor (viannaszabo)",https://graphtreon.com/creator/viannaszabo,https://www.patreon.com/viannaszabo,https://www.instagram.com/viannaszabo,https://www.facebook.com/Vianna-Szabo-Fine-Art-169775653060504/,0,0,53,,,198,19-Mar
349,Nick Trujillo,Nick Trujillo is creating SLAPS Monthly Sticker Club (slaps),https://graphtreon.com/creator/slaps,https://www.patreon.com/slaps,0,0,https://twitter.com/myntyfresh,0,53,$237 per month,$4.47 per month,1021,16-Dec
350,Steff Morris,Steff Morris is creating Art and Plush (trinkety),https://graphtreon.com/creator/trinkety,https://www.patreon.com/trinkety,0,0,0,0,53,,,1435,15-Oct
351,Marie-Noelle Wurm,"Marie-Noelle Wurm is creating art that is delicate, dreamlike, and sometimes, a little dark (marienoellewurm)",https://graphtreon.com/creator/marienoellewurm,https://www.patreon.com/marienoellewurm,https://www.instagram.com/marienoellewurm,https://www.facebook.com/marienoellewurm/,0,https://www.youtube.com/myosotae,53,$221 per month,$4.18 per month,1719,15-Jan
352,Cloverkin,Cloverkin is creating fantasy illustrations and stories! (cloverkin),https://graphtreon.com/creator/cloverkin,https://www.patreon.com/cloverkin,https://www.instagram.com/cloverkin,0,https://twitter.com/CloverkinArt,https://www.youtube.com/channel/UCNM06OXU050m3avuGuiWDCQ,53,$241 per month,$4.55 per month,812,17-Jul
353,Thomas  Boatwright,"Thomas  Boatwright is creating creepy cute devils, dead things, and werewolf Wednesdays (boatwrightartwork)",https://graphtreon.com/creator/boatwrightartwork,https://www.patreon.com/boatwrightartwork,https://www.instagram.com/boatwrightartwork,0,https://twitter.com/boatwrightart,https://www.youtube.com/channel/UCAEPJy43CNx4ZO3p14dcU2g,53,,,1966,14-May
354,Jonah Lobe,"Jonah Lobe is creating Fantasy Art, Art Education, & Worldbuilding (JonahLobe)",https://graphtreon.com/creator/JonahLobe,https://www.patreon.com/JonahLobe,0,0,https://twitter.com/jonahlobe,https://www.youtube.com/channel/UCyS7Gvsl1BwQNA4MhIZBlPA,53,,,413,18-Aug
355,Lowah,"Lowah is creating Illustrations, Doodles, and Comics (Lowah)",https://graphtreon.com/creator/Lowah,https://www.patreon.com/Lowah,0,0,https://twitter.com/lowarghh,0,52,,,930,17-Mar
356,Dragons of Wales,Dragons of Wales is creating The Dragon Journals (dragonsofwales),https://graphtreon.com/creator/dragonsofwales,https://www.patreon.com/dragonsofwales,0,0,https://twitter.com/DragonsofWales,0,52,$235 per month,$4.53 per month,931,17-Mar
357,Darlene Nguyen,Darlene Nguyen is creating Drawing Tutorials (RapidFireArt),https://graphtreon.com/creator/RapidFireArt,https://www.patreon.com/RapidFireArt,0,0,https://twitter.com/Rapid_Fire_Art,https://www.youtube.com/user/RapidFireArt,52,$194 per month,$3.73 per month,889,17-Apr
358,RichardHTT e Fraffrog,RichardHTT e Fraffrog is creating Illustration and Art Tutorial (Luna2),https://graphtreon.com/creator/Luna2,https://www.patreon.com/Luna2,0,0,0,0,52,,,1682,15-Feb
359,NISHII Terumi,"NISHII Terumi is creating Illustration, character design,manga (NISHII_Terumi)",https://graphtreon.com/creator/NISHII_Terumi,https://www.patreon.com/NISHII_Terumi,0,0,https://twitter.com/NishiiTerumi,https://www.youtube.com/channel/UCfnWjNeFIfgPFdnpk89EAoA,52,,,901,17-Apr
360,The War Gamer,The War Gamer is creating Painting Tutorials and Guides (TheWarGamer),https://graphtreon.com/creator/TheWarGamer,https://www.patreon.com/TheWarGamer,0,0,https://twitter.com/fraypaintbrush,https://www.youtube.com/channel/UCDCx2SP6thl7r42CkTdblLA,52,$122 per month,$2.34 per month,1624,15-Apr
361,Isa Sherry,"Isa Sherry is creating Cosplays, Paintings, Props, and Other Fan Arts (isaisanisa)",https://graphtreon.com/creator/isaisanisa,https://www.patreon.com/isaisanisa,0,0,0,0,52,,,1828,14-Sep
362,Sylvia Ritter,Sylvia Ritter is creating Art (sylviaritter),https://graphtreon.com/creator/sylviaritter,https://www.patreon.com/sylviaritter,0,0,https://twitter.com/sylvia_ritter,0,51,$252 per month,$4.94 per month,2073,14-Jan
363,Pam Wishbow,"Pam Wishbow is creating Illustration, zines, and prints (pamwishbow)",https://graphtreon.com/creator/pamwishbow,https://www.patreon.com/pamwishbow,https://www.instagram.com/pamwishbow,0,https://twitter.com/pamwishbow,0,51,$170 per month,$3.34 per month,2066,14-Feb
364,Mr. Cake,"Mr. Cake is creating cute, sexy art (theycallhimcake)",https://graphtreon.com/creator/theycallhimcake,https://www.patreon.com/theycallhimcake,0,0,0,0,51,$141 per month,$2.77 per month,1618,15-Apr
365,Scott Hartman,Scott Hartman is creating skeletal reconstructions of extinct beasts (skeletaldrawing),https://graphtreon.com/creator/skeletaldrawing,https://www.patreon.com/skeletaldrawing,0,0,https://twitter.com/skeletaldrawing,0,51,$171 per Anatomy diagram,$3.36 per Anatomy diagram,1223,16-May
366,Ratte,Ratte is creating anthro art and stories (ratte),https://graphtreon.com/creator/ratte,https://www.patreon.com/ratte,0,0,https://twitter.com/norveblue,0,51,$423 per month,$8.30 per month,1127,16-Aug
367,PlasticBottru,PlasticBottru is creating Digital Artwork (plasticbottru),https://graphtreon.com/creator/plasticbottru,https://www.patreon.com/plasticbottru,https://www.instagram.com/plasticbottru,0,0,0,51,,,383,18-Sep
368,Odera Igbokwe,"Odera Igbokwe is creating Illustrations, Mythophoria, and Reclamations of identity (odera)",https://graphtreon.com/creator/odera,https://www.patreon.com/odera,https://www.instagram.com/odyism,0,https://twitter.com/Odyism,https://www.youtube.com/user/OderaIgbokwe,51,,,1331,16-Feb
369,Taryn Knight,Taryn Knight is creating illustrations (taryndraws),https://graphtreon.com/creator/taryndraws,https://www.patreon.com/taryndraws,0,0,https://twitter.com/taryndraws,0,51,$140 per creation,$2.75 per creation,922,17-Mar
370,Colin White,Colin White is creating Art (colinwhite),https://graphtreon.com/creator/colinwhite,https://www.patreon.com/colinwhite,0,0,https://twitter.com/ColinWhite,0,50,$406 per month,$8.12 per month,1127,16-Aug
371,Muskka,"Muskka is creating Art, drawings, comic, digital art (Muskka)",https://graphtreon.com/creator/Muskka,https://www.patreon.com/Muskka,0,0,https://twitter.com/Muskka_mu,0,50,$93 per month,$1.86 per month,574,18-Mar
372,Jasmine,Jasmine is creating Unique Sculptures & digital art  (JasminesCraftCottage),https://graphtreon.com/creator/JasminesCraftCottage,https://www.patreon.com/JasminesCraftCottage,0,0,0,0,50,$338 per month,$6.77 per month,103,19-Jun
373,Andreas Rocha,Andreas Rocha is creating Environment Digital Paintings (andreasrocha),https://graphtreon.com/creator/andreasrocha,https://www.patreon.com/andreasrocha,https://www.instagram.com/andreas.rocha,0,0,0,50,,,1445,15-Oct
374,Cotton Valent,Cotton Valent is creating Meawbin The Creepy Cat and other illustration (meawbin),https://graphtreon.com/creator/meawbin,https://www.patreon.com/meawbin,0,0,https://twitter.com/meawbinneko,0,50,$150 per month,$3.01 per month,1326,16-Feb
375,Kody Stewart,Kody Stewart is creating a whimsical world of printable Paper Dolls!  (kodystewartillustration),https://graphtreon.com/creator/kodystewartillustration,https://www.patreon.com/kodystewartillustration,https://www.instagram.com/kody_stewart_illustration,0,0,0,50,$218 per month,$4.36 per month,207,19-Mar
376,Jared Cullum,"Jared Cullum is creating Traditional Painting Tutorials, Lessons, Comics and Kids books (jaredlovestodraw)",https://graphtreon.com/creator/jaredlovestodraw,https://www.patreon.com/jaredlovestodraw,0,0,0,0,50,$180 per month,$3.60 per month,267,19-Jan
377,Ian Harris,Ian Harris is creating acrylic paintings (ianapolis),https://graphtreon.com/creator/ianapolis,https://www.patreon.com/ianapolis,0,0,0,https://www.youtube.com/user/ianapolis,50,,,717,17-Oct
378,Andrew (Schmandrewart) Thompson,Andrew (Schmandrewart) Thompson is creating Illustrations that push the limits on color and composition (Schmandrewart),https://graphtreon.com/creator/Schmandrewart,https://www.patreon.com/Schmandrewart,https://www.instagram.com/schmandrewart,0,https://twitter.com/schmandrewart,0,50,$187 per month,$3.73 per month,818,17-Jul
379,Zoe Mikel-Stites,Zoe Mikel-Stites is creating Stories and Art (SwampWytchCreations),https://graphtreon.com/creator/SwampWytchCreations,https://www.patreon.com/SwampWytchCreations,https://www.instagram.com/swamp_wytch,0,0,0,50,$128 per month,$2.57 per month,1731,15-Jan
380,Squidinu,Squidinu is creating Characters and Cryptids (Squidinu),https://graphtreon.com/creator/Squidinu,https://www.patreon.com/Squidinu,0,0,0,0,49,,,298,18-Dec
381,Age,Age is creating Transformations (Ageaus),https://graphtreon.com/creator/Ageaus,https://www.patreon.com/Ageaus,0,0,https://twitter.com/Ageaus,0,49,,,1465,15-Sep
382,Crisalys,"Crisalys is creating illustrations, fashion and fun (crisalys)",https://graphtreon.com/creator/crisalys,https://www.patreon.com/crisalys,0,0,https://twitter.com/Criisalys,0,49,,,151,19-May
383,Curis,Curis is creating Warhammer 40K Miniature Painting Tutorials (ninjabread),https://graphtreon.com/creator/ninjabread,https://www.patreon.com/ninjabread,0,0,https://twitter.com/Curis,0,49,,,407,18-Aug
